"id","logs","avg_steps","avg_total_distance","avg_very_min","avg_fair_min","avg_light_min","avg_sedentary_min","avg_calories_burned"
1503960366,31,12116.741935483871,7.8096773855147825,2.8583871126174927,0.7941935403693107,4.152903241495932,848.1612903225806,1816.4193548387098
1624580081,31,5743.903225806452,3.9148387293661795,0.9393548427089569,0.36064516200173286,2.606774180166183,1257.741935483871,1483.3548387096773
1644430081,30,7282.966666666666,5.2953333536783855,0.7300000009437402,0.9510000019023815,3.6090000212192535,1161.8666666666666,2811.3
1844505072,31,2580.064516129032,1.7061290368437767,0.008387096706897981,0.04903225648787714,1.6474193385051144,1206.6129032258063,1573.483870967742
1927972279,31,916.1290322580645,0.6345161230814073,0.0958064508534247,0.031290322962787845,0.5070967686272436,1317.4193548387098,2172.8064516129034
2022484408,31,11370.645161290324,8.084193491166637,2.421612883767774,0.7200000031340507,4.942580638393279,1112.5806451612902,2509.967741935484
2026352035,31,5566.870967741936,3.4548387152533375,0.006129032181155297,0.011290322388372114,3.4361290402950777,689.4193548387096,1540.6451612903227
2320127002,31,4716.870967741936,3.1877419044894557,0.10677419302444305,0.09774193456096034,2.9803225667245927,1220.0967741935483,1724.1612903225807
2347167796,18,9519.666666666666,6.3555555359149976,1.0594444330781698,1.0749999913904402,4.22166670848512,687.1666666666666,2043.4444444444443
2873212765,31,7555.774193548387,5.101612860156644,0.6761290309650283,0.2761290323349737,4.143548413630454,1097.1935483870968,1916.967741935484
3372868164,20,6861.65,4.707000041007996,0.6294999971985817,0.15299999844282866,3.909999966621399,1077.55,1933.1
3977333714,30,10984.566666666668,7.516999944051107,1.6149999824663004,2.750999979178111,3.134333344300588,707.5333333333333,1513.6666666666667
4020332650,31,2267.2258064516127,1.6261290389323426,0.14225806103598687,0.12967741681683448,1.3083870819499415,1237.258064516129,2385.8064516129034
4057192912,4,3838.0,2.862500011920929,0.05249999836087227,0.06499999761581421,2.6875,1217.25,1973.75
4319703577,31,7268.8387096774195,4.892258047036106,0.27806451628285067,0.502258064766084,3.7687096383662952,735.8064516129032,2037.6774193548388
4388161847,31,10813.935483870968,8.393225892897576,1.7193548346479093,0.9019354778912759,5.396129046716998,836.6774193548387,3093.8709677419356
4445114986,31,4796.548387096775,3.245806440230339,0.5232258109796432,0.0754838703019965,2.644838709985056,829.9032258064516,2186.1935483870966
4558609924,31,7685.129032258064,5.080645176672166,0.5493548389884734,0.6822580661504499,3.847741946097343,1093.6129032258063,2033.258064516129
4702921684,31,8572.064516129032,6.955161283093114,0.4174193547618005,1.3048387092928733,5.225483921266371,766.4193548387096,2965.548387096774
5553957443,31,8612.58064516129,5.639677449580161,1.4641935488870066,0.6690322631789792,3.5045160958843846,668.3548387096774,1875.6774193548388
5577150313,30,8304.433333333332,6.213333304723104,3.113666655619939,0.6580000047882398,2.427999989191691,754.4333333333333,3359.633333333333
6117666160,28,7046.714285714285,5.342142914022718,0.1282142847776413,0.08392857228006635,4.843214298997607,796.2857142857143,2261.1428571428573
6290855005,29,5649.551724137931,4.27241380461331,0.08551724203701677,0.12827586305552516,4.048620709057512,1193.0344827586207,2599.6206896551726
6775888955,26,2519.6923076923076,1.8134615161241248,0.7092307667033031,0.384230769597567,0.7115384657652333,1299.423076923077,2131.769230769231
6962181067,31,9794.806451612903,6.585806477454401,1.6164516191328726,0.9599999934434891,4.001612924760388,662.3225806451613,1982.032258064516
7007744171,26,11323.423076923076,8.015384591542757,2.414999987070377,0.738461529979339,4.861538446866549,1055.3461538461538,2544.0
7086361926,31,9371.774193548386,6.388064507815626,2.781290325426286,0.7732258047307691,2.8187096621841192,850.4516129032259,2566.3548387096776
8053475328,31,14763.290322580646,11.475161198646791,8.514838741671655,0.4238709647568964,2.533870954667368,1148.0,2945.8064516129034
8253242879,19,6482.1578947368425,4.667368468485381,2.2142104898628436,0.6957894767585554,1.754736845430575,1287.3684210526317,1788.0
8378563200,31,8717.709677419354,6.913548461852535,2.503548401978708,0.5190322548151016,3.8893548211743756,716.1290322580645,3436.5806451612902
8583815059,31,7198.5161290322585,5.615483822361115,0.7980645258099802,1.0206451528976042,2.6174193466863325,1267.225806451613,2732.032258064516
8792009665,29,1853.7241379310344,1.186551716820947,0.02482758655116476,0.05827586262904365,1.1034482707237374,1060.4827586206898,1962.3103448275863
8877689391,31,16040.032258064515,13.212903138129942,6.637419362342166,0.3377419348445631,6.188709674342986,1112.8709677419354,3420.2580645161293
