"overlap_id","activity_logs","sleep_logs","weight_logs","avg_steps","avg_total_distance","avg_very_min","avg_fair_min","avg_light_min","avg_sedentary_min","avg_calories_burned","avg_min_asleep"
1503960366,31,25,2,12116.741935483871,7.8096773855147825,2.8583871126174927,0.7941935403693107,4.152903241495932,848.1612903225806,1816.4193548387098,360.28
1927972279,31,5,1,916.1290322580645,0.6345161230814073,0.0958064508534247,0.031290322962787845,0.5070967686272436,1317.4193548387098,2172.8064516129034,417.0
4319703577,31,26,2,7268.8387096774195,4.892258047036106,0.27806451628285067,0.502258064766084,3.7687096383662952,735.8064516129032,2037.6774193548388,476.65384615384613
4558609924,31,5,5,7685.129032258064,5.080645176672166,0.5493548389884734,0.6822580661504499,3.847741946097343,1093.6129032258063,2033.258064516129,127.6
5577150313,30,26,1,8304.433333333332,6.213333304723104,3.113666655619939,0.6580000047882398,2.427999989191691,754.4333333333333,3359.633333333333,432.0
6962181067,31,31,30,9794.806451612903,6.585806477454401,1.6164516191328726,0.9599999934434891,4.001612924760388,662.3225806451613,1982.032258064516,448.0
